Customer,Account.Length,International.Plan,Voice.Mail.Plan,Voice.Mail.Messages,Day.Minutes,Day.Calls,Day.Charge,Evening.Minutes,Evening.Calls,Evening.Charge,Night.Minutes,Night.Calls,Night.Charge,International.Minutes,International.Calls,International.Charge,Customer.Service.Calls,Churn
510,110,No,No,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,No
511,193,No,No,0,170.9,124,29.05,132.3,95,11.25,112.9,89,5.08,11.6,3,3.13,1,No
512,43,No,No,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,No
513,94,No,No,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2,2,0.54,1,Yes
514,104,No,No,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,No
515,86,No,No,0,92.8,92,15.78,159.6,87,13.57,148.7,115,6.69,8.8,5,2.38,1,No
516,110,No,No,0,241.2,105,41,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,No
517,84,No,Yes,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,No
518,31,No,Yes,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,No
519,190,No,No,0,142.9,96,24.29,177.9,96,15.12,113.3,117,5.1,6.6,4,1.78,0,No
520,57,No,Yes,25,176.8,94,30.06,195,75,16.58,213.5,116,9.61,8.3,4,2.24,0,No
521,74,No,No,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10,2,2.7,1,No
522,166,No,No,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,No
523,68,No,No,0,158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78,1,No
524,79,Yes,No,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,No
525,152,No,Yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,No
526,61,No,No,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9,6,2.43,1,No
527,80,No,No,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,No
528,82,No,Yes,19,146.5,73,24.91,246.4,65,20.94,199,114,8.96,4.1,4,1.11,1,No
529,67,No,No,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7,3,1.89,0,No
530,69,No,No,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,No
531,142,No,No,0,145.4,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94,1,No
532,131,No,No,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,No
533,149,Yes,No,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,No
534,160,No,No,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13,3,3.51,2,No
535,131,No,Yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,No
536,48,No,No,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,No
537,66,No,No,0,87.6,76,14.89,262,111,22.27,184.6,125,8.31,9.2,5,2.48,1,No
538,123,No,No,0,128.7,126,21.88,117.6,94,10,198.4,132,8.93,10.8,5,2.92,0,No
539,47,No,Yes,30,196.6,93,33.42,241.4,140,20.52,226,118,10.17,12.9,4,3.48,2,No
540,61,Yes,Yes,29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,No
541,122,No,No,0,180,88,30.6,145,77,12.33,233.7,120,10.52,11.5,6,3.11,2,No
542,103,No,No,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,5,No
543,127,No,Yes,27,2.6,113,0.44,254,102,21.59,242.7,156,10.92,9.2,5,2.48,3,No
544,132,No,Yes,36,226.2,103,38.45,181.6,125,15.44,258.8,102,11.65,10.5,5,2.84,3,Yes
545,118,No,No,0,253.2,122,43.04,201,78,17.09,195.3,108,8.79,9.7,7,2.62,2,No
546,34,No,No,0,124.8,82,21.22,282.2,98,23.99,311.5,78,14.02,10,4,2.7,2,No
547,121,No,Yes,28,110,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,No
548,52,No,No,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7,8.3,6,2.24,3,No
549,179,Yes,Yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,No
550,10,No,No,0,186.1,112,31.64,190.2,66,16.17,282.8,57,12.73,11.4,6,3.08,2,No
551,107,No,Yes,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,No
552,137,Yes,No,0,258,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,Yes
553,103,No,No,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,No
554,80,No,No,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,No
555,75,No,Yes,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,No
556,110,No,No,0,135.1,109,22.97,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1,No
557,119,No,Yes,32,142.6,77,24.24,208.2,126,17.7,171,102,7.69,12,2,3.24,3,No
558,101,No,No,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,No
559,59,No,No,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,No
560,120,No,Yes,26,239.4,94,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0,No
561,148,No,No,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,No
562,146,No,Yes,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,No
563,121,No,Yes,41,215.5,95,36.64,241.8,92,20.55,147,108,6.61,9.6,3,2.59,1,No
564,107,No,Yes,37,60,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3,0,No
565,136,No,No,0,250.2,121,42.53,267.1,118,22.7,151,114,6.8,13,2,3.51,1,Yes
566,105,No,No,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,No
567,99,Yes,No,0,197.2,127,33.52,156,92,13.26,204.1,99,9.18,9.9,6,2.67,4,No
568,95,Yes,No,0,228.9,134,38.91,255.7,71,21.73,208,120,9.36,10.1,2,2.73,4,Yes
569,112,No,No,0,168.6,102,28.66,298,117,25.33,194.7,110,8.76,9.8,5,2.65,1,No
570,70,No,No,0,147.1,105,25.01,200,135,17,234.9,65,10.57,12.5,9,3.38,3,No
571,143,No,Yes,24,186.6,69,31.72,222,116,18.87,234.9,138,10.57,11.6,5,3.13,1,No
572,93,No,No,0,141.7,95,24.09,221,100,18.79,227.1,71,10.22,10.2,3,2.75,0,No
573,77,No,No,0,230,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,No
574,112,No,No,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,No
575,142,No,Yes,22,224.4,114,38.15,146,106,12.41,241.4,98,10.86,8.8,2,2.38,1,No
576,148,No,No,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,Yes
577,38,No,No,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,No
578,46,No,No,0,214.1,72,36.4,164.4,104,13.97,177.5,113,7.99,8.2,3,2.21,2,No
579,131,No,Yes,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,No
580,67,No,Yes,30,129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,1,No
581,112,No,No,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,No
582,46,No,No,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9,13.1,7,3.54,1,No
583,179,No,No,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,No
584,71,Yes,No,0,186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,4,Yes
585,85,No,No,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,No
586,45,No,Yes,38,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,No
587,159,No,Yes,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,No
588,134,No,Yes,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3,2,No
589,86,No,Yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,No
590,107,No,No,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,No
591,9,No,Yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,No
592,44,Yes,No,0,62.3,92,10.59,275,82,23.38,138.7,108,6.24,10.8,3,2.92,1,No
593,131,No,No,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,No
594,149,No,Yes,18,148.5,106,25.25,114.5,106,9.73,178.3,98,8.02,6.5,4,1.76,0,No
595,166,No,No,0,197.9,89,33.64,251,113,21.34,138.3,85,6.22,11.2,2,3.02,2,No
596,113,No,No,0,209.4,151,35.6,347.3,113,29.52,246,116,11.07,7.4,2,2,1,Yes
597,147,No,Yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,No
598,138,No,Yes,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,No
599,111,No,No,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,Yes
600,67,No,No,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,No
601,146,No,No,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,Yes
602,134,No,No,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11,4,2.97,6,No
603,3,No,No,0,185,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,No
604,122,No,No,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,Yes
605,115,No,No,0,139.3,89,23.68,192.3,95,16.35,151,75,6.8,9.3,3,2.51,7,Yes
606,3,No,Yes,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,No
607,93,Yes,No,0,216.9,61,36.87,207.4,120,17.63,221.7,110,9.98,17.5,5,4.73,1,Yes
608,128,No,No,0,148.5,105,25.25,243,106,20.66,255.2,114,11.48,6.8,2,1.84,1,No
609,64,No,Yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,No
610,3,Yes,No,0,161,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1,No
611,138,No,No,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,No
612,142,No,No,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,No
613,56,No,No,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,No
614,75,No,No,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,No
615,161,No,No,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,No
616,89,No,Yes,24,97.8,98,16.63,207.2,67,17.61,214.5,126,9.65,5.9,2,1.59,0,No
617,44,No,No,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,No
618,86,No,No,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,No
619,74,Yes,No,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,Yes
620,185,No,Yes,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,No
621,171,No,No,0,270.5,69,45.99,230,112,19.55,136,111,6.12,9.6,5,2.59,1,Yes
622,87,No,No,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,No
623,149,No,Yes,20,198.9,77,33.81,274,88,23.29,190.7,76,8.58,14.3,9,3.86,1,No
624,78,No,No,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,No
625,112,No,No,0,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,Yes
626,75,No,No,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10,14.3,3,3.86,1,No
627,88,No,No,0,65.4,97,11.12,168.2,76,14.3,236,113,10.62,13.8,1,3.73,2,No
628,100,No,No,0,191.9,95,32.62,200.9,101,17.08,271.9,74,12.24,18.2,3,4.91,1,No
629,125,No,No,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,No
630,118,No,No,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,No
631,64,No,Yes,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,No
632,105,No,No,0,232.6,96,39.54,253.4,117,21.54,154,101,6.93,10.5,9,2.84,1,No
633,106,No,Yes,29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,No
634,69,No,No,0,183.4,85,31.18,237.6,100,20.2,228,94,10.26,9,5,2.43,3,No
635,205,No,Yes,24,175.8,139,29.89,155,98,13.18,180.7,64,8.13,7.8,5,2.11,2,No
636,73,No,No,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3,2,No
637,51,No,No,0,229.7,129,39.05,336,104,28.56,192.8,128,8.68,9.6,1,2.59,1,Yes
638,46,No,No,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,No
639,105,No,Yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,No
640,161,No,No,0,297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,1,Yes
641,129,No,Yes,33,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,No
642,74,No,No,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,No
643,42,No,No,0,241.2,134,41,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,No
644,97,No,No,0,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3,1,Yes
645,150,No,Yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11,4,2.97,1,No
646,88,No,No,0,138.3,116,23.51,236,138,20.06,179.1,110,8.06,9.6,4,2.59,3,No
647,100,No,No,0,166,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,No
648,140,Yes,Yes,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,No
649,95,No,No,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,No
650,98,No,Yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,No
651,179,No,No,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,No
652,116,No,No,0,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,Yes
653,57,Yes,Yes,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,No
654,95,No,Yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,No
655,85,No,Yes,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,No
656,132,No,No,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13,2,3.51,1,No
657,101,No,No,0,0,0,0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,No
658,75,No,No,0,305.1,106,51.87,188,115,15.98,235.4,116,10.59,8.5,5,2.3,0,Yes
659,89,No,No,0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,No
660,107,No,No,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,No
661,123,No,No,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,No
662,157,No,No,0,229.8,90,39.07,147.9,121,12.57,241.4,108,10.86,9.6,7,2.59,3,No
663,122,No,Yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,No
664,24,No,No,0,156.2,104,26.55,90,101,7.65,205.1,116,9.23,7.3,5,1.97,1,No
665,87,No,No,0,184.5,81,31.37,172,103,14.62,183.4,96,8.25,13.7,3,3.7,3,No
666,36,Yes,Yes,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20,6,5.4,0,Yes
667,69,Yes,No,0,279.8,90,47.57,248.7,91,21.14,171,118,7.69,8.4,10,2.27,2,Yes
668,122,No,Yes,37,163,107,27.71,312.8,118,26.59,200,85,9,11.6,5,3.13,1,No
669,1,No,No,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10,3,2.7,5,Yes
670,121,No,No,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,No
671,96,No,Yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,Yes
672,166,No,No,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,No
673,63,No,No,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,No
674,117,Yes,No,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10,3,2.7,1,Yes
675,48,No,No,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6,8.3,4,2.24,2,No
676,112,No,No,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,No
677,141,No,No,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,No
678,130,No,No,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,No
679,181,No,No,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6,7,1.62,1,No
680,112,No,Yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,No
681,37,No,No,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,No
682,68,No,No,0,237.1,105,40.31,223.5,105,19,97.4,79,4.38,13.2,2,3.56,1,No
683,122,No,Yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,No
684,116,No,Yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,No
685,107,No,No,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,No
686,129,No,No,0,186,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,No
687,128,No,Yes,32,222.9,136,37.89,262,80,22.27,191.4,101,8.61,10.8,4,2.92,0,No
688,133,No,No,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,No
689,73,No,No,0,122,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,No
690,97,No,No,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,No
691,98,No,No,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,No
692,141,No,No,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11,6,2.97,0,No
693,119,No,No,0,159.1,114,27.05,231.3,117,19.66,143.2,91,6.44,8.8,3,2.38,5,Yes
694,145,No,Yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,No
695,161,No,No,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,No
696,125,No,No,0,126.7,108,21.54,206,90,17.51,247.8,114,11.15,13.3,7,3.59,1,No
697,171,No,Yes,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,No
698,71,No,No,0,207,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1,No
699,88,No,No,0,152.9,119,25.99,171.2,107,14.55,257,106,11.57,12,5,3.24,2,No
700,138,No,No,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,No
701,31,No,No,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,No
702,50,No,No,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,No
703,63,Yes,No,0,62.9,112,10.69,202.9,111,17.25,259,58,11.66,8.9,8,2.4,1,No
704,123,No,Yes,23,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02,2,No
705,138,No,No,0,251,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,3,No
706,111,No,No,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,Yes
707,97,Yes,No,0,143.7,117,24.43,273,82,23.21,178.3,81,8.02,10.9,3,2.94,0,No
708,100,No,No,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14,8,3.78,0,No
709,60,Yes,No,0,183,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3,1,No
710,74,No,No,0,124.8,114,21.22,133,121,11.31,160.3,85,7.21,10.6,7,2.86,3,No
711,37,No,No,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12,2,3.24,2,No
712,88,No,No,0,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,Yes
713,109,No,No,0,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,2,No
714,95,No,No,0,156.6,88,26.62,247.6,75,21.05,192.3,115,8.65,12.3,5,3.32,3,No
715,109,No,No,0,137,128,23.29,217,116,18.45,182.1,86,8.19,10,5,2.7,2,No
716,177,No,No,0,175.4,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1,No
717,90,No,No,0,222,93,37.74,187,103,15.9,282.3,124,12.7,12.4,6,3.35,2,No
718,13,No,No,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,No
719,108,No,No,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,No
720,185,No,No,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,No
721,61,No,No,0,188.9,105,32.11,153.6,116,13.06,213.3,106,9.6,10.2,2,2.75,2,No
722,127,No,Yes,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0,No
723,87,No,No,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,No
724,78,No,No,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14,11,3.78,3,No
725,94,No,No,0,157.9,105,26.84,155,101,13.18,189.6,84,8.53,8,5,2.16,4,Yes
726,122,Yes,No,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11,2,2.97,0,Yes
727,120,No,Yes,27,128.5,115,21.85,163.7,91,13.91,242.9,121,10.93,0,0,0,1,No
728,92,No,Yes,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,Yes
729,96,No,No,0,160.2,117,27.23,267.5,67,22.74,228.5,68,10.28,9.3,5,2.51,2,No
730,90,No,No,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,No
731,85,No,Yes,30,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,No
732,13,No,Yes,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,No
733,64,Yes,No,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,No
734,35,No,No,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,Yes
735,89,No,No,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1,Yes
736,152,Yes,Yes,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,Yes
737,123,No,No,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,Yes
738,110,No,No,0,162,81,27.54,247.5,89,21.04,155.5,99,7,8.9,8,2.4,0,No
739,153,No,Yes,28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,No
740,143,No,No,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,No
741,84,No,No,0,159,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,No
742,81,No,No,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,No
743,142,Yes,No,0,140.8,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1,No
744,54,No,No,0,134.3,73,22.83,155.5,100,13.22,102.1,68,4.59,14.7,4,3.97,3,No
745,50,No,No,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,No
746,101,Yes,No,0,193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,0,No
747,58,No,No,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,No
748,71,No,No,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,No
749,124,No,Yes,28,251.4,104,42.74,225.1,89,19.13,251.9,121,11.34,7.5,5,2.03,1,No
750,119,No,No,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,No
751,75,No,No,0,224.7,116,38.2,192,79,16.32,212.2,98,9.55,11.3,11,3.05,3,No
752,103,No,No,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,No
753,123,No,No,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12,4,3.24,0,No
754,33,No,No,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,No
755,139,No,No,0,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,No
756,67,No,No,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,No
757,51,No,No,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,No
758,194,No,No,0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1,No
759,52,No,Yes,24,170.9,71,29.05,201.4,80,17.12,159,124,7.15,4.1,5,1.11,2,No
760,155,No,No,0,184.6,102,31.38,196,117,16.66,226.5,122,10.19,7.8,1,2.11,1,No
761,41,No,No,0,237.8,92,40.43,223.5,155,19,217.4,90,9.78,10.2,6,2.75,2,No
762,132,No,No,0,214.6,78,36.48,251.7,98,21.39,240.8,88,10.84,13.9,2,3.75,0,No
763,111,No,No,0,197.1,117,33.51,227.8,128,19.36,214,101,9.63,9.3,11,2.51,0,No
764,126,No,No,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,Yes
765,137,No,No,0,127,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,No
