Date,AverageTransaction,Date,Units,income,riskscore,subscribed,opened,Price,return-N6M,return-HYG,return-IVV,HYG_txn_cnt,IVV_txn_cnt,N6M_txn_cnt,DATE,rtn-N6M,rtn-HYG,rtn-IVV,vol_N6M,vol_HYG,vol_IVV,TRate_y,FRSC_y,SCRate_y,gen_F,gen_M,ed_Deg or abv,ed_H.Sch/Dip.,ed_Sec. or below
2019-12-09,3056.2085551200385,2019/12/9,-36.06491454,246202.2426,4,0,0,86.93,0.0,0.0,-0.0029690000000000003,1,0,0,2019-12-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.230769230769231,0.036153846153846154,0,1,1,0,0
2020-02-12,3056.2085551200385,2020/2/12,44.28516657,246202.2426,4,0,0,88.379997,0.0,0.0026089999999999998,0.006412999999999999,1,0,0,2020-02-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.230769230769231,0.036153846153846154,0,1,1,0,0
2020-03-30,3056.2085551200385,2020/3/30,48.49420418,246202.2426,4,0,0,77.690002,0.01001,0.008568000000000001,0.031938,1,0,0,2020-03-30,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.230769230769231,0.036153846153846154,0,1,1,0,0
2019-08-26,3056.2085551200385,2019/8/26,47.21199084,246202.2426,4,0,0,289.660004,0.0,0.0,0.0,0,1,0,2019-08-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.230769230769231,0.036153846153846154,0,1,1,0,0
2019-12-09,3056.2085551200385,2019/12/9,9.930702887999999,246202.2426,4,0,0,315.700012,0.0,0.0,-0.0029690000000000003,0,1,0,2019-12-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.230769230769231,0.036153846153846154,0,1,1,0,0
2020-03-30,3056.2085551200385,2020/3/30,14.36009695,246202.2426,4,0,0,262.359985,0.01001,0.008568000000000001,0.031938,0,1,0,2020-03-30,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.230769230769231,0.036153846153846154,0,1,1,0,0
2019-10-17,3159.4107893576243,2019/10/17,50.35317845,170744.8215,4,0,0,87.07,0.0027170000000000002,0.0013800000000000002,0.002799,1,0,0,2019-10-17,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.0,0.034999999999999996,0,1,0,1,0
2020-01-31,3159.4107893576243,2020/1/31,-26.17612053,170744.8215,4,0,0,87.529999,0.001786,-0.004096,-0.017776,1,0,0,2020-01-31,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.0,0.034999999999999996,0,1,0,1,0
2020-03-11,3159.4107893576243,2020/3/11,66.92851387,170744.8215,4,0,0,80.839996,-0.027313,-0.021781000000000002,-0.048627,1,0,0,2020-03-11,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.0,0.034999999999999996,0,1,0,1,0
2019-10-17,3159.4107893576243,2019/10/17,14.56997504,170744.8215,4,0,0,300.910004,0.0027170000000000002,0.0013800000000000002,0.002799,0,1,0,2019-10-17,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.0,0.034999999999999996,0,1,0,1,0
2020-01-31,3159.4107893576243,2020/1/31,204.2063997,170744.8215,4,0,0,11.22,0.001786,-0.004096,-0.017776,0,0,1,2020-01-31,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.0,0.034999999999999996,0,1,0,1,0
2019-08-27,777.4926149008,2019/8/27,219.87603140000002,238777.5976,1,0,0,11.14,0.0,-0.00045999999999999996,-0.003832,0,0,1,2019-08-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.0,0.03,0,1,0,1,0
2020-02-26,777.4926149008,2020/2/26,-556.4626036000001,238777.5976,1,0,0,11.34,0.000883,0.001037,-0.0038520000000000004,0,0,1,2020-02-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.0,0.03,0,1,0,1,0
2020-03-05,777.4926149008,2020/3/5,-404.3469932,238777.5976,1,0,0,11.34,0.008,-0.012626,-0.034917000000000004,0,0,1,2020-03-05,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.0,0.03,0,1,0,1,0
2020-02-06,2142.2535249568336,2020/2/6,119.3210105,163630.8701,1,0,0,11.24,0.0,0.000795,0.003829,0,0,1,2020-02-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0029999999999999996,1.0,0.0,0,1,1,0,0
2020-02-26,2142.2535249568336,2020/2/26,239.173414,163630.8701,1,0,0,11.34,0.000883,0.001037,-0.0038520000000000004,0,0,1,2020-02-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0029999999999999996,1.0,0.0,0,1,1,0,0
2020-04-01,2142.2535249568336,2020/4/1,-860.8377465,163630.8701,1,0,0,10.19,0.015952,-0.032307999999999996,-0.044892,0,0,1,2020-04-01,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0029999999999999996,1.0,0.0,0,1,1,0,0
2019-09-03,1069.4437245733134,2019/9/3,1.176742718,65483.54895,3,0,0,86.540001,0.0,-0.0035689999999999997,-0.00317,1,0,0,2019-09-03,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8888888888888888,0.03222222222222223,1,0,0,1,0
2019-09-26,1069.4437245733134,2019/9/26,-1.797345498,65483.54895,3,0,0,87.16999799999999,0.0,-0.000688,-0.0020050000000000003,1,0,0,2019-09-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8888888888888888,0.03222222222222223,1,0,0,1,0
2019-10-30,1069.4437245733134,2019/10/30,15.83220374,65483.54895,3,0,0,87.110001,-0.017730000000000003,-0.001261,0.003148,1,0,0,2019-10-30,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8888888888888888,0.03222222222222223,1,0,0,1,0
2019-09-19,1554.021702189546,2019/9/19,-16.43945997,159740.3473,5,1,1,302.890015,0.0,-0.001143,-0.000132,0,1,0,2019-09-19,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,0,1,0
2019-11-29,1554.021702189546,2019/11/29,-12.53016321,159740.3473,5,1,1,316.059998,0.000898,-0.001091,-0.0018789999999999998,0,1,0,2019-11-29,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,0,1,0
2020-03-27,1554.021702189546,2020/3/27,-11.69552709,159740.3473,5,1,1,254.24000499999997,0.0010019999999999999,0.0026030000000000003,-0.030987,0,1,0,2020-03-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,0,1,0
2019-11-29,1554.021702189546,2019/11/29,45.55191244,159740.3473,5,1,1,86.940002,0.000898,-0.001091,-0.0018789999999999998,1,0,0,2019-11-29,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,0,1,0
2019-10-16,5149.2891541193,2019/10/16,103.46194270000001,234217.4878,3,1,0,86.949997,-0.00271,-0.0008039999999999999,-0.00183,1,0,0,2019-10-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4285714285714286,0.03,1,0,1,0,0
2020-02-28,5149.2891541193,2020/2/28,-656.1832138999999,234217.4878,3,1,0,11.31,-0.0035240000000000002,0.004084,-0.009373999999999999,0,0,1,2020-02-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4285714285714286,0.03,1,0,1,0,0
2019-10-16,5149.2891541193,2019/10/16,814.856486,234217.4878,3,1,0,11.04,-0.00271,-0.0008039999999999999,-0.00183,0,0,1,2019-10-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.4285714285714286,0.03,1,0,1,0,0
2020-01-23,3175.1566992042876,2020/1/23,0.0,129457.0451,5,0,0,333.26001,0.004492,-0.003057,0.001232,0,1,0,2020-01-23,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,3.0,0.05,0,1,0,1,0
2020-01-27,3175.1566992042876,2020/1/27,19.54724504,129457.0451,5,0,0,324.869995,0.001789,-0.0067280000000000005,-0.016231,0,1,0,2020-01-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,3.0,0.05,0,1,0,1,0
2020-01-14,731.8560091183,2020/1/14,62.09685963,18895.62172,1,0,0,11.14,0.000898,-0.000113,-0.0015480000000000001,0,0,1,2020-01-14,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,1.0,0.0,1,0,1,0,0
2020-03-12,731.8560091183,2020/3/12,70.95156268,18895.62172,1,0,0,10.88,-0.014493,-0.039955000000000004,-0.096236,0,0,1,2020-03-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,1.0,0.0,1,0,1,0,0
2020-03-17,719.4165795156753,2020/3/17,0.0,109986.8861,4,1,1,76.360001,-0.041937999999999996,0.009385,0.063593,1,0,0,2020-03-17,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,2.0,0.0,1,0,0,0,1
2020-03-23,719.4165795156753,2020/3/23,6.565632026,109986.8861,4,1,1,68.629997,0.0,-0.016057,-0.028162,1,0,0,2020-03-23,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,2.0,0.0,1,0,0,0,1
2019-08-26,511.5867324459166,2019/8/26,12.53845955,43722.51002,1,0,0,11.14,0.0,0.0,0.0,0,0,1,2019-08-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.0,0.03,0,1,1,0,0
2020-02-28,511.5867324459166,2020/2/28,-32.09745553,43722.51002,1,0,0,11.31,-0.0035240000000000002,0.004084,-0.009373999999999999,0,0,1,2020-02-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.0,0.03,0,1,1,0,0
2019-12-06,217.59836772040072,2019/12/6,1.2941156090000001,20712.481519999998,5,1,0,316.640015,0.0,0.001382,0.008922,0,1,0,2019-12-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,0,1
2020-03-06,217.59836772040072,2020/3/6,0.506481449,20712.481519999998,5,1,0,298.700012,0.003527,-0.011276000000000001,-0.016658000000000003,0,1,0,2020-03-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,0,1
2020-03-09,217.59836772040072,2020/3/9,-4.0458575439999995,20712.481519999998,5,1,0,274.799988,-0.007909000000000001,-0.043033999999999996,-0.080013,0,1,0,2020-03-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,0,1
2020-03-06,217.59836772040072,2020/3/6,1.778789062,20712.481519999998,5,1,0,85.050003,0.003527,-0.011276000000000001,-0.016658000000000003,1,0,0,2020-03-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,0,1
2020-03-09,217.59836772040072,2020/3/9,13.66017469,20712.481519999998,5,1,0,81.389999,-0.007909000000000001,-0.043033999999999996,-0.080013,1,0,0,2020-03-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,0,1
2019-09-12,1227.7568417609882,2019/9/12,3.5497872360000002,43552.65192,5,0,0,303.079987,-0.00091,0.000573,0.0031780000000000003,0,1,0,2019-09-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5555555555555554,0.04111111111111111,0,1,0,0,1
2019-09-12,1227.7568417609882,2019/9/12,12.32099713,43552.65192,5,0,0,87.32,-0.00091,0.000573,0.0031780000000000003,1,0,0,2019-09-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5555555555555554,0.04111111111111111,0,1,0,0,1
2020-02-13,3052.3738070665872,2020/2/13,-0.873644272,63649.93964,5,1,0,338.579987,0.001773,0.00033999999999999997,-0.001239,0,1,0,2020-02-13,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.041999999999999996,1,0,0,0,1
2020-03-02,3052.3738070665872,2020/3/2,-4.195956348,63649.93964,5,1,0,310.399994,-0.006189,0.0031379999999999997,0.048968,0,1,0,2020-03-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.041999999999999996,1,0,0,0,1
2020-02-13,3052.3738070665872,2020/2/13,3.345757865,63649.93964,5,1,0,88.410004,0.001773,0.00033999999999999997,-0.001239,1,0,0,2020-02-13,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6,0.041999999999999996,1,0,0,0,1
2020-03-12,350.9342034436244,2020/3/12,-2.176411094,33402.80965,5,1,1,248.960007,-0.014493,-0.039955000000000004,-0.096236,0,1,0,2020-03-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,1,0,0,0,1
2020-03-18,350.9342034436244,2020/3/18,12.5085015,33402.80965,5,1,1,241.169998,0.0,-0.044133,-0.05567999999999999,0,1,0,2020-03-18,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,1,0,0,0,1
2020-03-23,350.9342034436244,2020/3/23,-2.273578089,33402.80965,5,1,1,224.649994,0.0,-0.016057,-0.028162,0,1,0,2020-03-23,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,1,0,0,0,1
2020-03-27,350.9342034436244,2020/3/27,-1.75649404,33402.80965,5,1,1,254.24000499999997,0.0010019999999999999,0.0026030000000000003,-0.030987,0,1,0,2020-03-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,1,0,0,0,1
2020-03-12,350.9342034436244,2020/3/12,6.981565703999999,33402.80965,5,1,1,77.610001,-0.014493,-0.039955000000000004,-0.096236,1,0,0,2020-03-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,1,0,0,0,1
2020-03-27,350.9342034436244,2020/3/27,5.7973654329999995,33402.80965,5,1,1,77.029999,0.0010019999999999999,0.0026030000000000003,-0.030987,1,0,0,2020-03-27,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,1,0,0,0,1
2019-10-02,1777.4123673218621,2019/10/2,22.11705998,20878.68773,3,0,0,86.110001,0.003636,-0.005888,-0.017904,1,0,0,2019-10-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,1.7142857142857142,0.0,0,1,0,0,1
2020-01-20,1777.4123673218621,2020/1/20,-16.53309782,20878.68773,3,0,0,11.17,0.0,-0.001075,-0.0010789999999999999,0,0,1,2020-01-20,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,1.7142857142857142,0.0,0,1,0,0,1
2020-02-12,1777.4123673218621,2020/2/12,22.63459453,20878.68773,3,0,0,88.379997,0.0,0.0026089999999999998,0.006412999999999999,1,0,0,2020-02-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,1.7142857142857142,0.0,0,1,0,0,1
2020-03-23,1777.4123673218621,2020/3/23,542.3695694,20878.68773,3,0,0,9.9,0.0,-0.016057,-0.028162,0,0,1,2020-03-23,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,1.7142857142857142,0.0,0,1,0,0,1
2019-09-06,2169.1649780480143,2019/9/6,-13.45587938,292322.3274,5,1,0,299.829987,-0.007206999999999999,0.000919,0.000667,0,1,0,2019-09-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2019-09-19,2169.1649780480143,2019/9/19,-48.59825368,292322.3274,5,1,0,302.890015,0.0,-0.001143,-0.000132,0,1,0,2019-09-19,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2019-12-17,2169.1649780480143,2019/12/17,-25.91621561,292322.3274,5,1,0,319.350006,-0.005435,0.003076,9.4e-05,0,1,0,2019-12-17,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2019-12-17,2169.1649780480143,2019/12/17,93.99594923,292322.3274,5,1,0,88.050003,-0.005435,0.003076,9.4e-05,1,0,0,2019-12-17,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2020-03-26,1021.5236450529754,2020/3/26,-7.410955978,168103.8478,5,0,0,262.369995,0.008081,0.045732999999999996,0.060209000000000006,0,1,0,2020-03-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.042499999999999996,0,1,0,0,1
2020-01-10,52.82667900442201,2020/1/10,0.0,24540.24748,5,1,1,327.140015,0.0,0.000339,-0.002774,0,1,0,2020-01-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.005,3.0,0.0,1,0,0,1,0
2020-01-06,3480.5267546901014,2020/1/6,36.38225817,81386.49538,2,1,1,88.129997,0.002705,-0.0010199999999999999,0.003953,1,0,0,2020-01-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,1.6,0.0,0,1,0,1,0
2020-03-12,3480.5267546901014,2020/3/12,1140.0496449999998,81386.49538,2,1,1,10.88,-0.014493,-0.039955000000000004,-0.096236,0,0,1,2020-03-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,1.6,0.0,0,1,0,1,0
2020-03-19,3480.5267546901014,2020/3/19,13.75059976,81386.49538,2,1,1,71.349998,-0.043774,-0.022469,0.0036899999999999997,1,0,0,2020-03-19,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003,1.6,0.0,0,1,0,1,0
2020-03-25,1466.0622840312217,2020/3/25,19.42059424,200521.63600000003,5,1,1,247.47000099999997,0.010204000000000001,0.028127999999999997,0.0064670000000000005,0,1,0,2020-03-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,1,0,0
2020-03-25,1466.0622840312217,2020/3/25,65.41465103,200521.63600000003,5,1,1,73.470001,0.010204000000000001,0.028127999999999997,0.0064670000000000005,1,0,0,2020-03-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,1,0,0
2020-02-14,1458.92721471839,2020/2/14,136.2913395,190961.1715,3,1,1,11.28,-0.0017699999999999999,-0.000113,0.0014470000000000002,0,0,1,2020-02-14,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5555555555555556,0.030000000000000002,0,1,0,0,1
2020-03-12,1458.92721471839,2020/3/12,0.0,190961.1715,3,1,1,77.610001,-0.014493,-0.039955000000000004,-0.096236,1,0,0,2020-03-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5555555555555556,0.030000000000000002,0,1,0,0,1
2020-02-14,1458.92721471839,2020/2/14,17.39102121,190961.1715,3,1,1,88.400002,-0.0017699999999999999,-0.000113,0.0014470000000000002,1,0,0,2020-02-14,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5555555555555556,0.030000000000000002,0,1,0,0,1
2019-09-04,815.1420928279719,2019/9/4,5.7576704770000005,184217.4431,5,0,0,295.76001,-0.0026829999999999996,0.0020800000000000003,0.011457,0,1,0,2019-09-04,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2020-01-21,815.1420928279719,2020/1/21,4.115481193,184217.4431,5,0,0,332.77999900000003,0.001791,-0.001076,-0.0010810000000000001,0,1,0,2020-01-21,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2020-02-24,815.1420928279719,2020/2/24,-24.34080254,184217.4431,5,0,0,323.829987,0.000884,-0.010754999999999999,-0.033372000000000006,0,1,0,2020-02-24,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2020-03-09,815.1420928279719,2020/3/9,0.0,184217.4431,5,0,0,274.799988,-0.007909000000000001,-0.043033999999999996,-0.080013,0,1,0,2020-03-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2019-09-04,815.1420928279719,2019/9/4,19.63663121,184217.4431,5,0,0,86.720001,-0.0026829999999999996,0.0020800000000000003,0.011457,1,0,0,2019-09-04,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2020-03-09,815.1420928279719,2020/3/9,0.0,184217.4431,5,0,0,81.389999,-0.007909000000000001,-0.043033999999999996,-0.080013,1,0,0,2020-03-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0
2019-09-10,19907.900773589467,2019/9/10,23.55540761,382602.4734,2,0,0,87.279999,-0.001808,0.000573,-6.7e-05,1,0,0,2019-09-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5454545454545454,0.030000000000000006,0,1,1,0,0
2019-12-06,19907.900773589467,2019/12/6,0.0,382602.4734,2,0,0,86.93,0.0,0.001382,0.008922,1,0,0,2019-12-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5454545454545454,0.030000000000000006,0,1,1,0,0
2019-12-31,19907.900773589467,2019/12/31,228.10284109999998,382602.4734,2,0,0,11.01,-0.0036200000000000004,0.0009109999999999999,0.002263,0,0,1,2019-12-31,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5454545454545454,0.030000000000000006,0,1,1,0,0
2020-02-26,19907.900773589467,2020/2/26,0.0,382602.4734,2,0,0,86.860001,0.000883,0.001037,-0.0038520000000000004,1,0,0,2020-02-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5454545454545454,0.030000000000000006,0,1,1,0,0
2020-03-25,19907.900773589467,2020/3/25,-764.138732,382602.4734,2,0,0,9.9,0.010204000000000001,0.028127999999999997,0.0064670000000000005,0,0,1,2020-03-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5454545454545454,0.030000000000000006,0,1,1,0,0
2019-12-06,19907.900773589467,2019/12/6,0.0,382602.4734,2,0,0,11.01,0.0,0.001382,0.008922,0,0,1,2019-12-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5454545454545454,0.030000000000000006,0,1,1,0,0
2019-12-31,19907.900773589467,2019/12/31,28.55824679,382602.4734,2,0,0,87.940002,-0.0036200000000000004,0.0009109999999999999,0.002263,1,0,0,2019-12-31,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5454545454545454,0.030000000000000006,0,1,1,0,0
2019-12-25,2310.636555509423,2019/12/25,-1.246204011,166797.9389,4,1,0,87.8950005,0.0,0.00074,0.002588,1,0,0,2019-12-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,2.0,0.0,0,1,1,0,0
2020-03-12,2310.636555509423,2020/3/12,-1.246204011,166797.9389,4,1,0,77.610001,-0.014493,-0.039955000000000004,-0.096236,1,0,0,2020-03-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.003285714285714285,2.0,0.0,0,1,1,0,0
2019-12-11,17889.73389511516,2019/12/11,0.0,340313.07700000005,2,0,0,87.32,0.005455,0.002066,0.002537,1,0,0,2019-12-11,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6666666666666667,0.03,1,0,1,0,0
